City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Matara,LK,5.9485,80.5353,85.3,62,38,10.71,scattered clouds
346,Tevriz,RU,57.509,72.4042,-7.22,87,6,5.82,clear sky
347,Ponta Do Sol,PT,32.6667,-17.1,67.71,76,33,3.27,scattered clouds
348,Pujehun,SL,7.3581,-11.7208,73.53,95,35,3.09,scattered clouds
349,Faanui,PF,-16.4833,-151.75,80.85,73,20,6.15,few clouds
350,Alta Floresta,BR,-9.8756,-56.0861,70.84,97,91,1.07,overcast clouds
351,Guerrero Negro,MX,27.9769,-114.0611,63.54,58,83,10.49,broken clouds
352,Sao Filipe,CV,14.8961,-24.4956,78.73,58,67,13.18,broken clouds
353,Jiaojiang,CN,28.6803,121.4428,68.0,67,40,12.03,scattered clouds
354,Pevek,RU,69.7008,170.3133,-28.25,100,97,4.99,overcast clouds
355,Chegdomyn,RU,51.1167,133.0167,11.05,77,96,1.25,overcast clouds
356,Gboko,NG,7.3179,8.9951,70.81,36,3,3.69,clear sky
357,Bara,NG,10.3744,10.7288,64.65,19,0,6.46,clear sky
358,Asau,RO,46.4333,26.4,36.52,90,99,1.45,overcast clouds
359,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,45,0,23.02,clear sky
360,Sitka,US,57.0531,-135.33,42.22,93,98,5.59,light rain
361,Sabha,LY,27.0377,14.4283,51.91,29,0,8.41,clear sky
362,Mogadishu,SO,2.0371,45.3438,80.47,83,40,11.5,scattered clouds
363,Manica,FR,49.0,-1.1667,49.32,94,70,15.73,broken clouds
364,Fort Nelson,CA,58.8053,-122.7002,27.95,68,20,2.3,few clouds
365,Atar,MR,20.5169,-13.0499,62.69,21,0,7.85,clear sky
366,Nouadhibou,MR,20.931,-17.0347,66.18,63,0,12.66,clear sky
367,Hermiston,US,45.8404,-119.2895,51.8,78,98,23.55,overcast clouds
368,Olafsvik,IS,64.8945,-23.7142,39.04,69,50,24.56,scattered clouds
369,Tabou,CI,4.423,-7.3528,77.5,85,1,5.57,light rain
370,Itaquyry,PY,-24.9333,-55.2167,61.57,99,20,2.64,few clouds
371,Alekseyevsk,RU,57.8406,108.3492,14.36,91,100,3.69,light snow
372,Chokwe,MZ,-24.5333,32.9833,76.03,55,27,7.14,scattered clouds
373,Klaksvik,FO,62.2266,-6.589,41.92,74,94,22.62,light rain
374,Bubaque,GW,11.2833,-15.8333,82.56,61,66,4.79,broken clouds
375,North Bend,US,43.4065,-124.2243,50.92,99,100,0.0,fog
376,Buala,SB,-8.145,159.5921,84.7,68,93,5.53,overcast clouds
377,Pangnirtung,CA,66.1451,-65.7125,-1.7,66,34,6.31,scattered clouds
378,Lahij,YE,13.1667,44.5833,74.14,64,0,7.63,clear sky
379,Saint-Pierre,RE,-21.3393,55.4781,80.28,69,0,6.91,clear sky
380,Palmer,US,42.1584,-72.3287,36.66,78,16,4.18,few clouds
381,Ulladulla,AU,-35.35,150.4667,68.38,55,72,9.44,broken clouds
382,Vila Do Maio,CV,15.1333,-23.2167,75.99,70,21,19.77,few clouds
383,Hovd,MN,48.0056,91.6419,33.53,28,98,8.68,overcast clouds
384,Thinadhoo,MV,0.5333,72.9333,81.07,76,38,10.74,scattered clouds
385,Lebedyn,UA,50.5852,34.4849,31.46,91,100,10.67,overcast clouds
386,Omboue,GA,-1.5746,9.2618,75.81,92,100,3.67,overcast clouds
387,San Juan,AR,-31.5375,-68.5364,73.18,24,3,1.72,clear sky
388,Bukachacha,RU,52.9833,116.9167,10.89,67,33,3.49,scattered clouds
389,Mount Isa,AU,-20.7333,139.5,96.57,11,40,6.91,scattered clouds
390,Fayaoue,NC,-20.65,166.5333,80.26,79,70,9.93,broken clouds
391,Port Blair,IN,11.6667,92.75,84.24,79,75,3.44,heavy intensity rain
392,Kurumkan,RU,54.3,110.3,8.46,73,71,2.01,broken clouds
393,San Pedro,PH,14.35,121.0167,90.63,67,75,8.05,broken clouds
394,Ruidoso,US,33.3317,-105.673,37.76,35,100,5.75,overcast clouds
395,Isangel,VU,-19.55,169.2667,86.11,74,71,8.05,broken clouds
396,Homer,US,59.6425,-151.5483,32.81,71,100,18.01,overcast clouds
397,Vilhena,BR,-12.7406,-60.1458,67.57,98,100,0.65,overcast clouds
398,Mitsamiouli,KM,-11.3847,43.2844,82.69,61,20,2.3,few clouds
399,Callaguip,PH,18.0714,120.4867,86.02,79,75,6.91,broken clouds
400,Dutlwe,BW,-23.9833,23.9,75.34,54,100,11.54,overcast clouds
401,Shelburne,CA,44.0787,-80.2041,32.45,89,64,7.18,broken clouds
402,Imeni Poliny Osipenko,RU,52.4201,136.4853,17.85,66,29,7.87,scattered clouds
403,Arrecife,ES,28.963,-13.5477,67.98,88,40,6.91,scattered clouds
404,Verkhnevilyuysk,RU,63.4453,120.3167,-10.88,96,96,4.83,overcast clouds
405,Sinnamary,GF,5.3833,-52.95,78.49,85,100,13.18,overcast clouds
406,Nuuk,GL,64.1835,-51.7216,13.06,87,93,8.01,overcast clouds
407,Manta,EC,-0.95,-80.7333,69.58,88,40,3.44,scattered clouds
408,Corning,US,42.1428,-77.0547,39.6,89,17,5.48,few clouds
409,Manicore,BR,-5.8092,-61.3003,72.45,98,100,1.97,overcast clouds
410,Mbanza-Ngungu,CD,-5.25,14.8667,66.52,96,94,0.47,overcast clouds
411,Maniitsoq,GL,65.4167,-52.9,17.33,79,66,9.31,broken clouds
412,Arlit,NE,18.7369,7.3853,68.45,20,100,7.11,overcast clouds
413,Shimoda,JP,34.6667,138.95,57.56,90,100,15.1,overcast clouds
414,Tisul,RU,55.7611,88.3122,2.37,82,100,15.48,overcast clouds
415,Awjilah,LY,29.1081,21.2869,58.03,62,2,9.26,clear sky
416,Bonthe,SL,7.5264,-12.505,76.37,87,59,4.61,broken clouds
417,Cidreira,BR,-30.1811,-50.2056,66.81,92,100,8.08,overcast clouds
418,Sur,OM,22.5667,59.5289,81.09,56,48,7.54,scattered clouds
419,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,93,100,0.31,light rain
420,Katsuura,JP,35.1333,140.3,57.22,88,100,23.82,heavy intensity rain
421,Mattru,SL,7.6244,-11.8332,73.06,95,53,3.22,broken clouds
422,Rey Bouba,CM,8.6724,14.1786,68.11,29,2,2.13,clear sky
423,Karratha,AU,-20.7377,116.8463,88.66,44,49,13.65,scattered clouds
424,Bethanien,NA,-26.502,17.1583,65.59,36,0,4.83,clear sky
425,Tomatlan,MX,19.9333,-105.25,71.96,85,2,2.75,clear sky
426,San Cristobal,VE,7.7669,-72.225,68.18,96,18,1.79,few clouds
427,Trairi,BR,-3.2778,-39.2689,78.06,73,58,11.25,broken clouds
428,Bengkulu,ID,-3.8004,102.2655,78.42,81,100,13.11,overcast clouds
429,Bol,TD,13.4586,14.7147,71.69,30,5,17.43,clear sky
430,Ambikapur,IN,23.1167,83.2,71.29,36,35,4.32,scattered clouds
431,Lopatyn,UA,50.2202,24.8483,28.9,97,100,7.78,overcast clouds
432,Harsum,DE,52.2104,9.9649,46.06,83,67,10.27,broken clouds
433,Okato,NZ,-39.2,173.8833,62.51,100,50,16.4,scattered clouds
434,Ler,SS,8.3018,30.1418,77.68,49,39,1.52,scattered clouds
435,Araguaina,BR,-7.1911,-48.2072,76.57,73,69,2.42,broken clouds
436,Puerto Ayacucho,VE,5.6639,-67.6236,73.85,93,79,2.75,broken clouds
437,Crestview,US,30.7621,-86.5705,60.28,83,0,1.99,clear sky
438,Kathu,TH,7.9178,98.3332,84.02,90,100,11.3,overcast clouds
439,Waitara,NZ,-38.925,174.25,63.23,62,35,19.39,scattered clouds
440,Prince Rupert,CA,54.3161,-130.3201,46.49,91,100,9.22,overcast clouds
441,Tarakan,ID,3.3,117.6333,85.5,79,40,4.61,scattered clouds
442,Kholm,RU,59.2667,32.85,24.6,92,99,7.02,overcast clouds
443,Oranjemund,NA,-28.55,16.4333,61.38,77,1,1.3,clear sky
444,Taoudenni,ML,22.6783,-3.9836,63.34,17,100,10.89,overcast clouds
445,Abadan,IR,30.3392,48.3043,60.75,77,75,2.3,haze
446,San Javier,ES,37.8063,-0.8374,62.4,66,0,8.05,clear sky
447,Wakkanai,JP,45.4094,141.6739,40.98,52,40,10.36,scattered clouds
448,Carhuamayo,PE,-10.9167,-76.0333,35.28,89,97,0.81,overcast clouds
449,Kaohsiung,TW,22.6163,120.3133,87.75,67,75,4.61,haze
450,San Andres,CO,12.5847,-81.7006,80.62,89,20,6.91,few clouds
451,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,60,100,10.36,overcast clouds
452,Lata,PT,40.1629,-8.3327,62.08,97,100,12.3,overcast clouds
453,Tura,IN,25.5198,90.2201,75.15,58,2,2.08,clear sky
454,Corato,IT,41.1455,16.4139,53.19,65,96,12.26,overcast clouds
455,Pag,HR,44.445,15.0575,45.18,76,100,18.79,overcast clouds
456,Kipini,KE,-2.5257,40.5262,80.38,80,89,10.2,light rain
457,Draguignan,FR,43.5333,6.4667,50.22,64,62,10.36,broken clouds
458,Khandyga,RU,62.6667,135.6,-32.08,99,66,0.85,broken clouds
459,Kysyl-Syr,RU,63.8986,122.7617,-10.48,97,100,0.29,overcast clouds
460,Rio Grande,BR,-32.035,-52.0986,63.07,83,67,8.79,broken clouds
461,Pleasanton,US,37.6624,-121.8747,56.37,62,76,2.17,broken clouds
462,Cabedelo,BR,-6.9811,-34.8339,74.07,74,96,12.88,overcast clouds
463,Biak,ID,-0.9131,122.8766,82.58,72,99,2.1,overcast clouds
464,Dzaoudzi,YT,-12.7887,45.2699,82.29,74,75,5.75,broken clouds
465,Jalu,LY,29.0331,21.5482,58.1,61,2,8.79,clear sky
466,Cuiluan,CN,47.72,128.648,21.96,65,100,1.16,overcast clouds
467,Salina Cruz,MX,16.1667,-95.2,74.86,75,52,15.41,broken clouds
468,The Valley,AI,18.217,-63.0578,80.46,77,4,23.96,clear sky
469,Bow Island,CA,49.8668,-111.3684,39.38,87,100,10.36,overcast clouds
470,Ciudad Bolivar,VE,8.1222,-63.5497,74.86,90,5,6.55,clear sky
471,Vostok,RU,46.4856,135.8833,24.3,64,86,1.48,overcast clouds
472,Arica,CL,-18.475,-70.3042,66.43,77,0,0.0,clear sky
473,Boa Vista,BR,2.8197,-60.6733,78.78,78,40,4.61,scattered clouds
474,Saint George,US,37.1041,-113.5841,41.79,38,1,2.55,clear sky
475,Jalalabad,AF,34.4265,70.4515,65.16,15,0,1.1,clear sky
476,Port Macquarie,AU,-31.4333,152.9167,73.89,46,3,10.78,clear sky
477,Santiago Del Estero,AR,-27.7951,-64.2615,67.15,45,0,6.46,clear sky
478,Joensuu,FI,62.6012,29.7632,18.09,86,100,5.75,overcast clouds
479,Metro,ID,-5.1131,105.3067,84.88,66,100,5.64,overcast clouds
480,Pundaguitan,PH,6.3711,126.1689,80.98,77,100,1.21,overcast clouds
481,Mama,RU,58.3106,112.8986,6.78,92,100,4.94,overcast clouds
482,Pemberton,CA,50.3164,-122.8027,41.99,98,97,3.33,overcast clouds
483,Saint-Francois,FR,46.4154,3.9054,35.67,93,0,3.44,clear sky
484,Santa Cruz,BO,-17.8,-63.1667,71.06,68,100,4.61,overcast clouds
485,Kumluca,TR,36.3703,30.2869,60.28,71,18,2.98,few clouds
486,Tucuman,AR,-26.8241,-65.2226,59.0,82,0,3.44,clear sky
487,Penzance,GB,50.1186,-5.5371,52.48,77,75,33.24,broken clouds
488,Padang,ID,-0.9492,100.3543,75.25,76,92,4.14,moderate rain
489,Gien,FR,47.6933,2.6309,42.51,95,52,9.6,broken clouds
490,Buraydah,SA,26.326,43.975,55.85,26,38,10.2,scattered clouds
491,Lahaina,US,20.8783,-156.6825,76.8,83,3,10.98,clear sky
492,Khromtau,KZ,50.2503,58.4347,28.58,98,100,13.8,light snow
493,Tuskegee,US,32.424,-85.6916,55.09,100,100,1.01,overcast clouds
494,Inverell,AU,-29.7833,151.1167,79.66,34,48,5.99,scattered clouds
495,Bodden Town,KY,19.2833,-81.25,81.93,82,57,13.06,broken clouds
496,Lamar,US,33.6668,-95.5836,47.35,83,43,5.01,scattered clouds
497,Camana,PE,-16.6228,-72.7111,67.37,82,97,6.06,overcast clouds
498,Sulphur Springs,US,33.1385,-95.6011,45.95,87,0,0.0,clear sky
499,Acajutla,SV,13.5928,-89.8275,77.76,73,30,3.94,scattered clouds
500,Petropavlovka,RU,50.6114,105.3196,16.11,71,29,2.04,scattered clouds
501,Petatlan,MX,17.5167,-101.2667,74.62,90,16,3.65,few clouds
502,Maua,BR,-23.6678,-46.4614,68.36,90,100,2.64,light rain
503,Abomsa,ET,9.9833,39.9833,69.94,45,91,1.79,overcast clouds
504,Kavaratti,IN,10.5669,72.642,79.77,51,34,3.36,scattered clouds
505,Anadyr,RU,64.75,177.4833,-19.7,76,0,4.47,clear sky
506,Nabire,ID,-3.3667,135.4833,79.09,89,100,2.33,overcast clouds
507,Atherton,GB,53.5237,-2.4935,44.29,94,73,1.99,broken clouds
508,Nemuro,JP,43.3236,145.575,41.29,56,58,7.05,broken clouds
509,Mgandu,TZ,-5.95,34.1333,66.67,72,99,6.15,overcast clouds
510,Fremont,US,37.5483,-121.9886,58.05,65,0,1.01,clear sky
511,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.53,93,74,0.6,broken clouds
512,Merauke,ID,-8.4667,140.3333,84.9,74,100,9.42,overcast clouds
513,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,94,75,10.29,broken clouds
514,Varkkallai,IN,8.7341,76.7067,85.78,59,23,7.09,few clouds
515,Akyab,MM,20.15,92.9,82.29,56,1,6.78,clear sky
516,Benemerito De Las Americas,MX,16.5167,-90.6439,68.49,99,89,1.19,overcast clouds
517,U Thong,TH,14.3751,99.8923,86.68,65,54,9.15,broken clouds
518,Khasan,RU,42.4308,130.6434,42.85,69,100,6.04,light rain
519,Iralaya,HN,15.0,-83.2333,78.21,86,84,10.0,light rain
520,Tiarei,PF,-17.5333,-149.3333,78.82,86,100,14.43,overcast clouds
521,Vanavara,RU,60.34,102.2797,-1.03,96,100,10.56,light snow
522,Toyooka,JP,35.5333,134.8333,55.45,100,75,1.14,fog
523,Dhanwar,IN,24.4167,85.9833,74.17,34,10,7.92,clear sky
524,Iwanai,JP,42.9744,140.5089,43.74,58,100,1.97,overcast clouds
525,Yar-Sale,RU,66.8333,70.8333,0.61,96,100,9.8,overcast clouds
526,Fallon,US,39.4735,-118.7774,42.87,28,92,5.79,overcast clouds
527,Jaunjelgava,LV,56.6167,25.0833,21.58,92,19,2.98,few clouds
528,Portland,US,45.5234,-122.6762,51.28,91,73,5.99,broken clouds
529,Shihezi,CN,44.3,86.0333,38.75,70,100,0.96,overcast clouds
530,Kuryk,KZ,43.2,51.65,54.32,80,100,0.56,overcast clouds
531,Loa Janan,ID,-0.583,117.095,93.74,48,62,1.43,broken clouds
532,Pascagoula,US,30.3658,-88.5561,57.92,88,100,6.73,overcast clouds
533,Sangar,RU,63.9242,127.4739,-18.51,95,100,2.59,overcast clouds
534,Santa Maria Do Para,BR,-1.3503,-47.5756,75.9,91,89,4.88,overcast clouds
535,Saint-Lo,FR,49.1162,-1.0903,46.83,91,77,18.32,broken clouds
536,Gornopravdinsk,RU,60.05,69.9,-16.11,96,6,3.11,clear sky
537,Faya,SA,18.3851,42.4509,48.72,51,2,1.54,clear sky
538,Pacifica,US,37.6138,-122.4869,57.72,85,20,16.11,few clouds
539,Mackay,AU,-21.15,149.2,88.68,73,82,14.85,broken clouds
540,Klerksdorp,ZA,-26.8521,26.6667,66.06,59,36,6.42,scattered clouds
541,Lukulu,ZM,-14.3707,23.242,67.71,86,97,0.34,light rain
542,Selimpasa,TR,41.0558,28.379,64.69,61,88,15.86,overcast clouds
543,Verkh-Usugli,RU,52.7,115.1667,12.34,65,15,3.4,few clouds
544,Cascais,PT,38.6979,-9.4215,65.52,91,98,15.99,overcast clouds
545,Hambantota,LK,6.1241,81.1185,84.54,74,20,8.05,few clouds
546,Gizo,SB,-8.103,156.8419,85.71,64,22,5.59,few clouds
547,Khangarh,PK,29.9173,71.1618,64.47,22,1,6.46,clear sky
548,Bandarbeyla,SO,9.4942,50.8122,78.87,69,52,15.93,broken clouds
549,Tekeli,KZ,44.83,78.8239,31.55,92,100,4.21,overcast clouds
550,Shediac,CA,46.2198,-64.5411,28.36,57,100,6.93,overcast clouds
551,Rumford,US,44.5537,-70.5509,31.3,58,100,2.24,overcast clouds
552,Bambanglipuro,ID,-7.95,110.2833,83.25,70,100,5.99,overcast clouds
553,Inirida,CO,3.8653,-67.9239,73.65,95,67,3.27,broken clouds
554,Estacion Coahuila,MX,32.1939,-115.0017,59.38,14,11,9.28,few clouds
555,Parana,AR,-31.732,-60.5238,62.55,95,4,6.06,clear sky
556,Bama,NG,11.5221,13.6856,63.77,39,39,3.49,scattered clouds
557,Taybad,IR,34.74,60.7756,57.87,21,0,1.9,clear sky
558,Mayumba,GA,-3.432,10.6554,76.1,88,93,4.68,overcast clouds
559,Point Pleasant,US,40.0832,-74.0682,42.03,73,0,1.99,clear sky
560,Vardo,NO,70.3705,31.1107,28.38,86,85,12.66,overcast clouds
